source,STUDY_ID,newsite,REALM,TAXA,estimated_area_in_sqKm
BioTIME,308,STUDY_ID_308_PLOT_I2,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_I3,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_I4,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_I5,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_I6,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_I7,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_I8,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_I9,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J1,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J10,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J2,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J3,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J4,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J5,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J6,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J7,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J8,Terrestrial,mammals,0.001
BioTIME,308,STUDY_ID_308_PLOT_J9,Terrestrial,mammals,0.001
BioTIME,311,311,Terrestrial,mammals,0.06
BioTIME,333,333,Terrestrial,birds,7.10E-06
BioTIME,339,339,Terrestrial,birds,5.20E-06
BioTIME,355,STUDY_ID_355_PLOT_001d_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_001d_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002c_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_002d_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004a_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_004b_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fa_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00fb_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wa_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_00wb_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_020b_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spa_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0spb_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sua_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_a_5,Terrestrial,terrestrial plants,0.083
